Language,Speaker,Sentence,Gender_MS,Model_Speaker,VQ,Pleasant,Attractive,Powerful,Educated
French,S23,P6,Female,FF_01,NC,1,1,1,3
French,S23,P19,Female,FF_01,NC,5,2,3,4
French,S24,P16,Female,FF_01,C,3,2,3,4
French,S24,P16,Female,FF_01,NC,3,2,3,3
French,S24,P6,Female,FF_01,C,3,2,2,4
French,S24,P19,Female,FF_01,C,3,3,3,4
French,S24,P6,Female,FF_01,NC,3,3,3,4
French,S24,P19,Female,FF_01,NC,3,2,3,3
French,S27,P6,Female,FF_01,NC,1,1,1,2
French,S27,P16,Female,FF_01,NC,1,1,1,2
French,S27,P19,Female,FF_01,C,3,2,5,5
French,S27,P16,Female,FF_01,C,2,1,3,3
French,S27,P6,Female,FF_01,C,2,1,2,3
French,S27,P19,Female,FF_01,NC,6,5,6,6
French,S28,P16,Female,FF_01,NC,4,3,4,5
French,S28,P19,Female,FF_01,C,2,4,4,4
French,S28,P6,Female,FF_01,C,2,2,3,3
French,S28,P16,Female,FF_01,C,1,1,3,4
French,S28,P6,Female,FF_01,NC,2,2,4,4
French,S28,P19,Female,FF_01,NC,6,3,6,6
French,S29,P19,Female,FF_01,NC,4,4,4,4
French,S29,P19,Female,FF_01,C,5,5,3,4
French,S29,P6,Female,FF_01,C,4,5,3,4
French,S29,P16,Female,FF_01,C,3,2,2,3
French,S29,P6,Female,FF_01,NC,2,2,2,3
French,S29,P16,Female,FF_01,NC,3,2,2,2
French,S1,P19,Female,FF_08,NC,3,2,4,5
French,S1,P6,Female,FF_08,C,4,5,3,6
French,S1,P16,Female,FF_08,C,5,3,4,5
French,S1,P6,Female,FF_08,NC,3,2,2,5
French,S1,P19,Female,FF_08,C,4,4,4,6
French,S1,P16,Female,FF_08,NC,5,4,4,5
French,S2,P6,Female,FF_08,NC,4,4,4,6
French,S2,P19,Female,FF_08,NC,5,5,5,6
French,S2,P16,Female,FF_08,NC,3,4,3,5
French,S2,P16,Female,FF_08,C,3,3,4,4
French,S2,P19,Female,FF_08,C,6,6,5,6
French,S2,P6,Female,FF_08,C,5,6,5,6
French,S3,P19,Female,FF_08,C,4,4,3,5
French,S3,P16,Female,FF_08,NC,4,5,3,5
French,S3,P6,Female,FF_08,C,4,5,3,5
French,S3,P6,Female,FF_08,NC,4,5,3,5
French,S3,P19,Female,FF_08,NC,4,5,4,5
French,S3,P16,Female,FF_08,C,4,4,3,4
French,S4,P6,Female,FF_08,C,4,4,2,3
French,S4,P19,Female,FF_08,C,6,6,3,5
French,S4,P6,Female,FF_08,NC,6,6,4,6
French,S4,P16,Female,FF_08,NC,5,5,4,4
French,S4,P16,Female,FF_08,C,5,5,4,5
French,S4,P19,Female,FF_08,NC,5,5,4,4
French,S6,P16,Female,FF_08,C,4,4,4,4
French,S6,P6,Female,FF_08,C,5,4,4,3
French,S6,P19,Female,FF_08,C,5,5,4,4
French,S6,P19,Female,FF_08,NC,5,4,5,3
French,S6,P16,Female,FF_08,NC,5,4,4,3
French,S6,P6,Female,FF_08,NC,5,5,4,4
French,S7,P19,Female,FF_08,C,5,5,4,5
French,S7,P6,Female,FF_08,NC,3,4,3,5
French,S7,P16,Female,FF_08,C,3,4,4,5
French,S7,P19,Female,FF_08,NC,2,3,4,4
French,S7,P6,Female,FF_08,C,3,4,2,4
French,S7,P16,Female,FF_08,NC,4,3,4,4
French,S8,P16,Female,FF_08,NC,4,5,5,6
French,S8,P19,Female,FF_08,C,6,6,6,6
French,S8,P6,Female,FF_08,C,6,6,6,6
French,S8,P6,Female,FF_08,NC,6,5,5,6
French,S8,P19,Female,FF_08,NC,6,5,6,6
French,S8,P16,Female,FF_08,C,6,6,6,6
French,S10,P16,Female,FF_08,C,6,6,3,3
French,S10,P19,Female,FF_08,C,6,None,2,4
French,S10,P6,Female,FF_08,NC,6,6,2,4
French,S10,P6,Female,FF_08,C,6,6,3,4
French,S10,P19,Female,FF_08,NC,6,6,4,None
French,S10,P16,Female,FF_08,NC,6,6,4,6
French,S13,P19,Female,FF_08,NC,4,3,3,4
French,S13,P6,Female,FF_08,NC,5,5,4,5
French,S13,P16,Female,FF_08,NC,5,4,4,5
French,S13,P19,Female,FF_08,C,4,4,3,4
French,S13,P6,Female,FF_08,C,5,5,3,5
French,S13,P16,Female,FF_08,C,5,5,4,5
French,S14,P6,Female,FF_08,NC,3,3,4,4
French,S14,P16,Female,FF_08,C,4,3,3,4
French,S14,P6,Female,FF_08,C,4,3,3,3
French,S14,P19,Female,FF_08,NC,4,4,3,4
French,S14,P16,Female,FF_08,NC,4,4,4,4
French,S14,P19,Female,FF_08,C,5,4,4,5
French,S15,P16,Female,FF_08,C,6,6,6,5
French,S15,P6,Female,FF_08,C,5,4,3,4
French,S15,P19,Female,FF_08,C,6,6,6,5
French,S15,P19,Female,FF_08,NC,5,5,5,5
French,S15,P16,Female,FF_08,NC,5,5,5,5
French,S15,P6,Female,FF_08,NC,6,6,5,6
French,S16,P19,Female,FF_08,NC,6,6,5,6
French,S16,P6,Female,FF_08,C,6,6,1,6
French,S16,P16,Female,FF_08,C,6,6,2,6
French,S16,P16,Female,FF_08,NC,6,6,3,6
French,S16,P19,Female,FF_08,C,6,6,3,6
French,S16,P6,Female,FF_08,NC,6,6,1,4
French,S17,P6,Female,FF_08,NC,5,6,3,4
French,S17,P16,Female,FF_08,NC,5,6,3,4
French,S17,P19,Female,FF_08,C,6,6,3,6
French,S17,P6,Female,FF_08,C,6,6,3,5
French,S17,P19,Female,FF_08,NC,6,6,2,5
French,S17,P16,Female,FF_08,C,6,6,3,5
French,S20,P19,Female,FF_08,C,6,6,3,5
French,S20,P16,Female,FF_08,C,6,6,4,5
French,S20,P16,Female,FF_08,NC,6,6,4,5
French,S20,P19,Female,FF_08,NC,6,6,3,6
French,S20,P6,Female,FF_08,C,6,6,3,5
French,S20,P6,Female,FF_08,NC,6,6,3,5
French,S22,P19,Female,FF_08,C,6,6,4,6
French,S22,P6,Female,FF_08,NC,6,6,5,6
French,S22,P16,Female,FF_08,C,6,6,4,6
French,S22,P6,Female,FF_08,C,6,6,4,6
French,S22,P19,Female,FF_08,NC,6,6,5,6
French,S22,P16,Female,FF_08,NC,6,6,5,6
French,S23,P6,Female,FF_08,C,6,5,4,6
French,S23,P6,Female,FF_08,NC,6,5,5,6
French,S23,P16,Female,FF_08,NC,6,6,6,6
French,S23,P16,Female,FF_08,C,6,6,5,6
French,S23,P19,Female,FF_08,NC,6,6,6,6
French,S23,P19,Female,FF_08,C,6,6,6,6
French,S24,P19,Female,FF_08,NC,5,5,4,4
French,S24,P6,Female,FF_08,C,5,4,4,5
French,S24,P6,Female,FF_08,NC,5,4,4,5
French,S24,P16,Female,FF_08,C,5,4,5,5
French,S24,P19,Female,FF_08,C,5,5,5,5
French,S24,P16,Female,FF_08,NC,4,4,4,5
French,S27,P19,Female,FF_08,NC,6,5,3,5
French,S27,P19,Female,FF_08,C,6,6,6,6
French,S27,P16,Female,FF_08,C,6,6,5,6
French,S27,P6,Female,FF_08,C,6,5,5,6
French,S27,P16,Female,FF_08,NC,6,6,6,6
French,S27,P6,Female,FF_08,NC,6,6,6,6
French,S28,P19,Female,FF_08,NC,4,3,4,5
French,S28,P16,Female,FF_08,NC,3,1,2,5
French,S28,P6,Female,FF_08,C,4,4,5,6
French,S28,P19,Female,FF_08,C,6,4,4,5
French,S28,P6,Female,FF_08,NC,5,4,3,5
French,S28,P16,Female,FF_08,C,5,4,3,4
French,S29,P6,Female,FF_08,NC,6,6,3,5
French,S29,P16,Female,FF_08,C,5,5,2,4
French,S29,P19,Female,FF_08,NC,6,6,3,4
French,S29,P16,Female,FF_08,NC,6,6,3,4
French,S29,P19,Female,FF_08,C,6,6,4,4
French,S29,P6,Female,FF_08,C,6,6,4,4
French,S1,P6,Male,FM_05,C,6,5,4,5
French,S1,P6,Male,FM_05,NC,4,3,3,4
French,S1,P19,Male,FM_05,NC,4,2,3,4
French,S1,P16,Male,FM_05,C,5,5,5,5
French,S1,P16,Male,FM_05,NC,4,3,3,5
French,S1,P19,Male,FM_05,C,5,4,5,5
French,S2,P6,Male,FM_05,NC,5,5,4,5
French,S2,P19,Male,FM_05,C,5,5,4,5
French,S2,P19,Male,FM_05,NC,5,5,6,5
French,S2,P16,Male,FM_05,NC,3,2,2,3
French,S2,P16,Male,FM_05,C,1,1,1,2
French,S2,P6,Male,FM_05,C,1,1,1,3
French,S3,P6,Male,FM_05,C,3,3,3,4
French,S3,P19,Male,FM_05,NC,3,3,2,4
French,S3,P16,Male,FM_05,C,3,2,2,4
French,S3,P6,Male,FM_05,NC,3,2,2,4
French,S3,P16,Male,FM_05,NC,3,3,2,3
French,S3,P19,Male,FM_05,C,4,3,3,3
French,S4,P16,Male,FM_05,C,4,4,4,4
French,S4,P19,Male,FM_05,C,5,5,4,5
French,S4,P6,Male,FM_05,C,4,4,4,4
French,S4,P6,Male,FM_05,NC,5,4,4,4
French,S4,P16,Male,FM_05,NC,3,3,3,4
French,S4,P19,Male,FM_05,NC,5,4,3,4
French,S6,P16,Male,FM_05,C,4,3,3,4
French,S6,P19,Male,FM_05,NC,4,3,3,4
French,S6,P19,Male,FM_05,C,4,4,4,4
French,S6,P16,Male,FM_05,NC,3,3,2,4
French,S6,P6,Male,FM_05,NC,4,3,3,4
French,S6,P6,Male,FM_05,C,5,5,3,4
French,S7,P16,Male,FM_05,NC,2,2,2,3
French,S7,P6,Male,FM_05,C,3,3,2,4
French,S7,P6,Male,FM_05,NC,2,2,2,5
French,S7,P19,Male,FM_05,NC,3,2,3,3
French,S7,P19,Male,FM_05,C,4,4,4,5
French,S7,P16,Male,FM_05,C,3,2,2,4
French,S8,P16,Male,FM_05,C,3,2,2,2
French,S8,P6,Male,FM_05,NC,2,1,1,2
French,S8,P6,Male,FM_05,C,2,1,1,2
French,S8,P19,Male,FM_05,NC,5,5,6,5
French,S8,P19,Male,FM_05,C,2,2,3,4
French,S8,P16,Male,FM_05,NC,1,1,1,2
French,S10,P19,Male,FM_05,NC,4,4,2,5
French,S10,P16,Male,FM_05,NC,2,2,2,4
French,S10,P6,Male,FM_05,NC,2,2,1,3
French,S10,P6,Male,FM_05,C,2,2,2,3
French,S10,P19,Male,FM_05,C,3,3,2,2
French,S10,P16,Male,FM_05,C,3,2,1,2
French,S13,P16,Male,FM_05,NC,4,2,2,3
French,S13,P19,Male,FM_05,C,3,2,2,3
French,S13,P16,Male,FM_05,C,2,1,2,2
French,S13,P19,Male,FM_05,NC,3,2,2,3
French,S13,P6,Male,FM_05,C,3,1,1,3
French,S13,P6,Male,FM_05,NC,4,2,2,4
French,S14,P16,Male,FM_05,C,2,3,1,2
French,S14,P16,Male,FM_05,NC,5,5,4,4
French,S14,P6,Male,FM_05,C,4,5,3,3
French,S14,P19,Male,FM_05,NC,4,5,3,3
French,S14,P6,Male,FM_05,NC,4,4,3,3
French,S14,P19,Male,FM_05,C,4,4,3,2
French,S15,P19,Male,FM_05,C,4,4,3,4
French,S15,P19,Male,FM_05,NC,3,3,4,4
French,S15,P16,Male,FM_05,NC,2,3,3,4
French,S15,P16,Male,FM_05,C,2,2,2,2
French,S15,P6,Male,FM_05,C,5,5,3,5
French,S15,P6,Male,FM_05,NC,5,5,3,4
French,S16,P19,Male,FM_05,C,3,4,1,4
French,S16,P16,Male,FM_05,NC,4,4,2,3
French,S16,P19,Male,FM_05,NC,6,6,2,6
French,S16,P16,Male,FM_05,C,1,1,1,1
French,S16,P6,Male,FM_05,NC,6,4,2,3
French,S16,P6,Male,FM_05,C,5,6,4,5
French,S17,P19,Male,FM_05,C,3,5,3,5
French,S17,P6,Male,FM_05,C,3,3,2,3
French,S17,P16,Male,FM_05,C,3,3,2,4
French,S17,P6,Male,FM_05,NC,4,3,3,5
French,S17,P16,Male,FM_05,NC,4,4,3,5
French,S17,P19,Male,FM_05,NC,4,4,3,5
French,S20,P16,Male,FM_05,NC,3,1,2,4
French,S20,P6,Male,FM_05,C,1,1,1,4
French,S20,P19,Male,FM_05,C,2,1,2,3
French,S20,P6,Male,FM_05,NC,2,1,3,5
French,S20,P16,Male,FM_05,C,1,1,1,4
French,S20,P19,Male,FM_05,NC,3,1,3,4
French,S22,P16,Male,FM_05,NC,6,6,2,6
French,S22,P16,Male,FM_05,C,2,2,1,3
French,S22,P6,Male,FM_05,NC,2,2,1,3
French,S22,P19,Male,FM_05,C,6,6,2,5
French,S22,P6,Male,FM_05,C,3,2,1,3
French,S22,P19,Male,FM_05,NC,2,1,2,3
French,S23,P6,Male,FM_05,C,5,5,4,4
French,S23,P6,Male,FM_05,NC,4,3,4,4
French,S23,P19,Male,FM_05,C,4,3,3,3
French,S23,P16,Male,FM_05,NC,4,5,4,5
French,S23,P19,Male,FM_05,NC,5,4,4,5
French,S23,P16,Male,FM_05,C,6,5,4,6
French,S24,P19,Male,FM_05,NC,5,5,5,5
French,S24,P6,Male,FM_05,C,5,5,4,4
French,S24,P16,Male,FM_05,C,5,5,4,4
French,S24,P16,Male,FM_05,NC,5,5,4,5
French,S24,P6,Male,FM_05,NC,5,5,4,5
French,S24,P19,Male,FM_05,C,4,3,3,4
French,S27,P19,Male,FM_05,NC,5,5,3,5
French,S27,P6,Male,FM_05,NC,3,2,1,4
French,S27,P16,Male,FM_05,C,4,3,1,2
French,S27,P19,Male,FM_05,C,6,5,6,6
French,S27,P6,Male,FM_05,C,2,1,1,2
French,S27,P16,Male,FM_05,NC,5,4,5,6
French,S28,P16,Male,FM_05,NC,2,2,3,3
French,S28,P19,Male,FM_05,NC,2,2,4,3
French,S28,P19,Male,FM_05,C,4,4,2,5
French,S28,P6,Male,FM_05,NC,3,1,2,3
French,S28,P16,Male,FM_05,C,1,1,1,3
French,S28,P6,Male,FM_05,C,4,2,4,4
French,S29,P19,Male,FM_05,C,4,3,3,4
French,S29,P16,Male,FM_05,NC,4,3,2,4
French,S29,P6,Male,FM_05,NC,5,4,3,4
French,S29,P19,Male,FM_05,NC,5,4,3,4
French,S29,P6,Male,FM_05,C,2,2,3,3
French,S29,P16,Male,FM_05,C,2,1,2,3
French,S1,P16,Male,FM_06,NC,4,5,3,5
French,S1,P19,Male,FM_06,NC,5,5,3,5
French,S1,P6,Male,FM_06,C,4,2,2,5
French,S1,P6,Male,FM_06,NC,3,2,2,4
French,S1,P16,Male,FM_06,C,3,2,4,4
French,S1,P19,Male,FM_06,C,4,4,4,5
French,S2,P19,Male,FM_06,C,3,2,3,5
French,S2,P19,Male,FM_06,NC,3,2,3,4
French,S2,P16,Male,FM_06,C,1,1,1,4
French,S2,P6,Male,FM_06,C,2,1,3,3
French,S2,P6,Male,FM_06,NC,1,1,1,3
French,S2,P16,Male,FM_06,NC,1,1,1,3
French,S3,P6,Male,FM_06,C,2,2,2,4
French,S3,P6,Male,FM_06,NC,3,2,3,4
French,S3,P19,Male,FM_06,C,3,3,2,4
French,S3,P16,Male,FM_06,C,3,2,2,3
French,S3,P16,Male,FM_06,NC,3,3,2,3
French,S3,P19,Male,FM_06,NC,4,3,2,3
French,S4,P6,Male,FM_06,C,3,3,2,3
French,S4,P19,Male,FM_06,NC,3,3,3,3
French,S4,P6,Male,FM_06,NC,3,3,3,4
French,S4,P16,Male,FM_06,C,4,4,3,4
French,S4,P16,Male,FM_06,NC,4,3,3,3
French,S4,P19,Male,FM_06,C,4,3,3,3
French,S6,P6,Male,FM_06,NC,3,2,2,3
French,S6,P16,Male,FM_06,C,3,3,3,4
French,S6,P19,Male,FM_06,NC,4,4,2,3
French,S6,P6,Male,FM_06,C,3,2,2,4
French,S6,P19,Male,FM_06,C,3,3,2,3
French,S6,P16,Male,FM_06,NC,4,3,3,5
French,S7,P19,Male,FM_06,NC,3,4,3,5
French,S7,P6,Male,FM_06,NC,3,2,2,5
French,S7,P16,Male,FM_06,NC,3,2,3,4
French,S7,P6,Male,FM_06,C,3,3,2,5
French,S7,P19,Male,FM_06,C,5,4,3,4
French,S7,P16,Male,FM_06,C,3,4,3,4
French,S8,P6,Male,FM_06,C,2,3,2,2
French,S8,P19,Male,FM_06,C,2,1,1,2
French,S8,P16,Male,FM_06,NC,2,1,1,3
French,S8,P6,Male,FM_06,NC,2,1,2,2
French,S8,P16,Male,FM_06,C,2,1,2,2
French,S8,P19,Male,FM_06,NC,2,1,2,2
French,S10,P6,Male,FM_06,C,2,1,1,3
French,S10,P6,Male,FM_06,NC,2,2,1,4
French,S10,P19,Male,FM_06,NC,3,2,2,3
French,S10,P16,Male,FM_06,NC,3,2,1,4
French,S10,P19,Male,FM_06,C,3,2,2,3
French,S10,P16,Male,FM_06,C,4,4,4,4
French,S13,P16,Male,FM_06,C,5,3,2,5
French,S13,P19,Male,FM_06,C,4,2,2,4
French,S13,P6,Male,FM_06,NC,4,2,2,4
French,S13,P19,Male,FM_06,NC,2,2,2,4
French,S13,P6,Male,FM_06,C,2,2,2,3
French,S13,P16,Male,FM_06,NC,3,2,2,5
French,S14,P6,Male,FM_06,NC,2,2,2,2
French,S14,P16,Male,FM_06,C,4,5,2,2
French,S14,P16,Male,FM_06,NC,4,3,2,2
French,S14,P19,Male,FM_06,NC,4,4,3,3
French,S14,P6,Male,FM_06,C,3,2,2,3
French,S14,P19,Male,FM_06,C,4,4,3,3
French,S15,P19,Male,FM_06,NC,5,5,4,5
French,S15,P19,Male,FM_06,C,2,2,3,4
French,S15,P16,Male,FM_06,C,3,2,2,4
French,S15,P6,Male,FM_06,C,2,3,3,5
French,S15,P6,Male,FM_06,NC,2,2,3,4
French,S15,P16,Male,FM_06,NC,4,3,2,5
French,S16,P6,Male,FM_06,C,1,1,1,3
French,S16,P19,Male,FM_06,NC,6,3,1,6
French,S16,P19,Male,FM_06,C,1,2,1,2
French,S16,P16,Male,FM_06,NC,2,2,1,4
French,S16,P16,Male,FM_06,C,2,1,1,4
French,S16,P6,Male,FM_06,NC,3,1,1,4
French,S17,P16,Male,FM_06,C,2,2,3,5
French,S17,P6,Male,FM_06,NC,2,1,1,4
French,S17,P19,Male,FM_06,NC,5,3,2,4
French,S17,P16,Male,FM_06,NC,2,1,2,3
French,S17,P19,Male,FM_06,C,2,1,1,2
French,S17,P6,Male,FM_06,C,2,1,2,3
French,S20,P6,Male,FM_06,NC,1,1,1,4
French,S20,P16,Male,FM_06,NC,1,1,1,4
French,S20,P16,Male,FM_06,C,1,1,1,3
French,S20,P6,Male,FM_06,C,1,1,1,4
French,S20,P19,Male,FM_06,NC,1,1,1,4
French,S20,P19,Male,FM_06,C,1,1,1,3
French,S22,P19,Male,FM_06,C,3,2,1,4
French,S22,P6,Male,FM_06,C,2,2,1,2
French,S22,P19,Male,FM_06,NC,2,2,1,3
French,S22,P6,Male,FM_06,NC,1,1,1,3
French,S22,P16,Male,FM_06,NC,3,2,2,4
French,S22,P16,Male,FM_06,C,1,1,1,3
French,S23,P6,Male,FM_06,C,5,5,3,6
French,S23,P16,Male,FM_06,C,5,5,3,5
French,S23,P16,Male,FM_06,NC,5,3,3,4
French,S23,P6,Male,FM_06,NC,5,5,4,6
French,S23,P19,Male,FM_06,NC,6,6,5,6
French,S23,P19,Male,FM_06,C,6,6,4,6
French,S24,P6,Male,FM_06,C,4,4,3,4
French,S24,P16,Male,FM_06,C,4,4,4,4
French,S24,P6,Male,FM_06,NC,4,3,3,4
French,S24,P19,Male,FM_06,C,5,5,3,4
French,S24,P19,Male,FM_06,NC,4,4,4,4
French,S24,P16,Male,FM_06,NC,4,4,4,4
French,S27,P19,Male,FM_06,C,2,2,1,4
French,S27,P6,Male,FM_06,C,2,2,1,3
French,S27,P16,Male,FM_06,C,4,4,2,4
French,S27,P16,Male,FM_06,NC,5,4,5,6
French,S27,P6,Male,FM_06,NC,3,2,2,6
French,S27,P19,Male,FM_06,NC,5,4,5,6
French,S28,P6,Male,FM_06,NC,2,2,3,4
French,S28,P6,Male,FM_06,C,1,1,1,3
French,S28,P19,Male,FM_06,NC,2,2,2,3
French,S28,P16,Male,FM_06,NC,2,2,2,4
French,S28,P19,Male,FM_06,C,1,1,1,5
French,S28,P16,Male,FM_06,C,1,1,1,3
French,S29,P6,Male,FM_06,C,3,3,2,3
French,S29,P19,Male,FM_06,NC,3,3,2,3
French,S29,P19,Male,FM_06,C,2,2,2,2
French,S29,P16,Male,FM_06,C,2,2,3,3
French,S29,P16,Male,FM_06,NC,3,2,3,4
French,S29,P6,Male,FM_06,NC,3,2,1,3
