Language,Speaker,Task,Dial_List,Accent,Sentence,VQ,Model_speaker,Vowel_type,Vowel,seg_Start,seg_End,H1_Mean,H1_1,H1_2,H1_3,H2_Mean,H2_1,H2_2,H2_3,H1H2_Mean,H1H2_1,H1H2_2,H1H2_3,H2H4_Mean,H2H4_1,H2H4_2,H2H4_3,H1A1_Mean,H1A1_1,H1A1_2,H1A1_3,H1A2_Mean,H1A2_1,H1A2_2,H1A2_3,H1A3_Mean,H1A3_1,H1A3_2,H1A3_3,CPP_Mean,CPP_1,CPP_2,CPP_3,F0_Mean,F0_1,F0_2,F0_3,CQ_H_Mean,CQ_H_1,CQ_H_2,CQ_H_3,peak_Vel_Mean,peak_Vel_1,peak_Vel_2,peak_Vel_3
English,S20,Repetition,American,American,P19,M,AM_01,High,GOOSE,705.023,893.839,9.089,9.195,9.792,8.297,-1.137,-4.572,-0.456,1.633,10.225,13.767,10.248,6.664,0.307,-6.088,-0.996,7.966,19.997,17.896,21.122,20.961,24.311,22.453,25.977,24.519,22.309,18.561,24.099,24.291,27.289,26.775,27.993,27.115,173.594,184.938,174.202,161.650,0.473,0.509,0.494,0.417,58.906,59.545,61.617,55.565
English,S20,Repetition,American,American,P19,M,AM_02,High,GOOSE,670.262,844.738,7.918,8.576,8.768,6.419,-4.697,-6.346,-4.155,-3.620,12.616,14.922,12.923,10.038,-5.536,-8.756,-7.646,-0.250,13.531,15.620,14.074,10.910,19.559,19.012,18.113,21.538,19.573,19.642,20.159,18.883,24.258,23.674,27.375,21.761,179.509,190.992,183.628,163.944,0.642,0.902,0.569,0.453,46.991,46.983,45.398,48.591
English,S20,Repetition,American,American,P19,M,AM_03,High,GOOSE,647.277,836.092,8.092,9.644,8.944,5.711,3.286,2.321,4.929,2.652,4.806,7.322,4.015,3.060,5.086,0.822,5.259,9.182,20.365,20.162,20.812,20.176,20.556,20.424,19.943,21.232,20.151,18.299,21.001,21.214,25.685,26.216,27.768,23.134,170.698,182.398,169.840,159.849,0.439,0.478,0.439,0.396,68.405,72.178,73.984,58.420
English,S20,Repetition,American,American,P1,C,AF_01,Low,TRAP,1112.751,1342.198,8.411,10.644,9.750,4.856,5.166,5.340,6.678,3.486,3.245,5.304,3.072,1.370,5.991,3.726,6.916,7.356,24.574,18.339,26.831,28.578,25.053,18.714,29.704,26.835,28.336,22.779,30.422,31.776,22.999,25.773,22.883,20.389,156.763,186.000,165.700,118.663,0.636,0.894,0.458,0.555,36.217,41.951,34.868,31.813
English,S20,Repetition,American,American,P1,C,AF_04,Low,TRAP,750.867,970.754,7.215,9.747,7.320,4.620,2.628,4.638,3.848,-0.535,4.587,5.110,3.471,5.155,7.485,6.302,6.302,9.822,22.339,19.686,22.500,24.826,23.710,20.996,24.949,25.209,26.685,24.330,25.993,29.714,23.946,26.254,24.636,20.994,169.252,185.941,165.979,155.981,0.440,0.416,0.431,0.472,29.363,33.064,27.374,27.601
English,S20,Repetition,American,American,P1,C,AF_06,Low,TRAP,755.521,970.628,8.163,9.994,9.519,5.042,3.591,5.793,5.719,-0.656,4.572,4.201,3.800,5.699,7.228,8.780,4.488,8.449,23.172,21.966,21.775,25.725,22.709,16.378,25.111,26.595,24.265,19.292,23.192,30.256,26.866,26.894,29.026,24.711,189.296,204.542,187.987,175.537,0.819,0.925,0.907,0.607,43.382,56.784,45.420,26.621
English,S20,Repetition,American,American,P1,C,AM_03,Low,TRAP,668.796,884.201,9.050,11.157,10.298,5.745,6.406,6.373,7.315,5.565,2.643,4.784,2.984,0.181,5.223,3.942,5.626,6.098,21.598,18.909,23.531,22.415,21.496,18.022,25.808,20.859,24.988,22.689,26.831,25.568,25.676,24.102,28.751,24.216,159.265,178.874,167.567,131.739,0.774,0.801,0.826,0.696,41.198,46.064,39.661,37.868
English,S20,Repetition,American,American,P1,M,AF_01,Low,TRAP,968.610,1217.177,9.162,10.229,10.265,7.024,4.964,4.819,6.555,3.554,4.198,5.410,3.710,3.470,5.956,4.893,5.048,7.969,21.515,18.400,22.351,23.768,22.328,17.893,28.260,20.853,25.441,20.688,29.124,26.528,27.003,27.399,26.366,27.253,182.858,198.627,181.602,168.503,0.669,0.909,0.712,0.374,40.863,47.167,39.245,36.001
English,S20,Repetition,American,American,P1,M,AF_04,Low,TRAP,817.523,1023.069,7.999,9.086,8.835,6.084,3.092,4.200,4.987,0.114,4.907,4.886,3.848,5.970,8.042,8.405,7.389,8.331,26.703,22.976,28.153,29.020,25.649,20.691,30.214,26.119,31.895,30.691,33.535,31.463,25.661,25.892,27.106,24.014,171.085,179.667,170.516,163.065,0.431,0.417,0.444,0.431,37.141,38.422,37.099,35.845
English,S20,Repetition,American,American,P1,M,AF_06,Low,TRAP,736.684,982.861,9.863,9.327,10.921,9.359,5.689,3.673,7.867,5.573,4.174,5.655,3.054,3.786,5.198,2.969,3.873,8.774,21.044,18.204,20.937,23.967,21.643,15.496,23.491,25.954,24.782,20.717,25.444,28.201,27.636,23.213,29.928,29.822,199.638,205.024,195.053,198.747,0.687,0.917,0.721,0.422,45.753,54.379,46.982,35.899
English,S20,Repetition,American,American,P1,M,AM_03,Low,TRAP,757.466,946.282,6.343,9.140,8.386,1.553,4.031,3.795,3.798,4.469,2.312,5.344,4.588,-2.916,5.521,4.076,2.919,9.535,20.240,18.732,21.439,20.616,19.432,17.738,22.516,18.171,22.408,19.757,24.952,22.587,25.903,26.940,28.637,22.168,158.904,187.866,176.598,112.839,0.796,0.811,0.874,0.702,34.361,39.567,31.717,31.798
English,S20,Repetition,American,American,P21,C,AF_01,High,FLEECE,990.861,1222.698,1.019,-2.874,1.759,4.156,-1.157,0.122,2.716,-6.208,2.176,-2.996,-0.957,10.364,1.589,2.131,3.482,-0.787,12.930,10.239,13.588,14.949,-0.118,-3.711,-4.162,7.347,8.595,1.991,6.682,17.006,25.101,22.814,27.703,24.829,198.889,213.659,200.005,183.228,0.548,0.815,0.461,0.387,47.465,39.306,44.945,57.613
English,S20,Repetition,American,American,P21,C,AM_01,High,FLEECE,1026.634,1225.010,5.211,3.606,5.617,6.433,3.254,6.129,6.543,-2.857,1.957,-2.523,-0.926,9.290,1.191,2.537,2.296,-1.244,13.260,11.671,14.490,13.552,0.079,-4.832,-0.246,5.269,8.788,3.628,10.881,11.886,24.936,23.590,25.556,25.722,189.744,204.577,189.574,175.082,0.633,0.566,0.670,0.661,59.761,59.017,60.205,60.057
English,S20,Repetition,American,American,P21,C,AM_02,High,FLEECE,744.696,916.781,-2.652,-9.364,0.947,0.524,-8.947,-10.531,-7.299,-8.934,6.295,1.167,8.246,9.458,0.922,0.638,1.361,0.829,11.955,11.067,13.460,11.459,4.789,-0.540,6.158,8.726,11.785,7.850,12.543,15.012,19.462,18.993,22.200,17.328,163.040,182.628,164.485,142.413,0.447,0.393,0.442,0.512,31.446,32.880,34.558,25.652
English,S20,Repetition,American,American,P21,M,AF_01,High,FLEECE,974.491,1225.449,7.607,7.201,9.102,6.531,-1.666,1.203,-1.513,-4.689,9.273,5.998,10.615,11.221,-2.867,-3.455,-2.647,-2.463,11.051,8.043,12.697,12.425,5.793,6.520,4.965,5.891,13.021,8.027,15.112,16.002,27.017,25.165,27.364,28.559,196.540,221.627,191.882,175.756,0.520,0.784,0.383,0.411,44.303,39.326,46.386,46.868
English,S20,Repetition,American,American,P21,M,AM_01,High,FLEECE,976.665,1218.063,5.378,3.000,6.937,6.196,4.180,7.219,6.072,-0.686,1.198,-4.219,0.865,6.882,1.922,2.290,3.024,0.488,15.298,8.104,22.381,15.369,-4.197,-9.165,-5.450,1.963,6.118,-1.839,6.299,13.853,27.946,28.847,28.546,26.468,214.500,244.975,214.053,184.478,0.692,0.891,0.746,0.439,46.941,54.456,43.255,43.068
English,S20,Repetition,American,American,P21,M,AM_02,High,FLEECE,1015.031,1194.286,2.503,0.643,2.379,4.533,-1.167,2.165,-2.127,-3.614,3.670,-1.522,4.506,8.148,2.618,1.737,4.555,1.550,13.940,14.485,17.385,9.957,-0.527,-2.859,-0.166,1.496,7.926,5.010,10.713,8.129,24.590,22.405,24.206,27.212,177.916,197.649,173.327,162.398,0.425,0.415,0.409,0.449,50.566,51.095,51.403,49.235
English,S20,Repetition,American,American,P22, C,AM_01,High,FLEECE,1732.374,1894.899,4.136,2.210,6.414,3.894,-3.123,-0.525,-2.485,-6.378,7.259,2.736,8.899,10.273,0.277,1.815,1.620,-2.600,14.760,17.735,15.611,10.962,12.293,8.673,15.963,12.393,6.883,0.755,10.497,9.666,21.414,20.590,21.577,22.108,168.726,190.047,164.595,151.040,0.478,0.451,0.462,0.516,57.612,71.070,64.357,39.900
English,S20,Repetition,American,American,P22,C,AF_01,High,FLEECE,1838.615,1984.410,1.872,-2.516,3.922,4.228,4.130,0.655,7.463,4.267,-2.259,-3.170,-3.542,-0.038,2.828,1.805,2.972,3.735,5.794,2.860,3.249,11.346,-0.524,-1.302,-2.883,2.641,-4.544,-6.109,-7.234,-0.328,21.633,17.760,24.984,22.199,197.850,213.366,197.861,182.230,0.696,0.879,0.752,0.481,36.004,34.830,36.925,36.133
English,S20,Repetition,American,American,P22,C,AM_02,High,FLEECE,1191.130,1384.726,2.328,1.859,5.602,-0.332,-3.701,0.479,-3.075,-8.472,6.029,1.380,8.676,8.140,1.354,3.174,0.871,0.018,14.260,17.865,15.106,9.873,3.670,-0.518,5.271,6.304,6.556,4.965,6.602,8.100,24.866,24.188,27.387,23.155,184.439,199.861,175.363,177.702,0.471,0.408,0.506,0.510,37.634,35.925,39.683,36.757
English,S20,Repetition,American,American,P22,M,AF_01,High,FLEECE,1321.562,1469.747,3.248,1.965,3.993,3.801,-3.402,-3.362,-1.891,-4.890,6.651,5.326,5.884,8.692,1.607,1.095,1.585,2.149,15.411,15.537,18.323,12.516,4.774,2.605,4.393,7.244,2.331,4.870,-1.756,3.748,25.056,22.573,27.556,25.131,172.781,184.090,172.604,161.872,0.403,0.375,0.400,0.433,45.581,44.777,49.608,41.891
English,S20,Repetition,American,American,P22,M,AM_01,High,FLEECE,1231.028,1427.014,5.409,5.436,6.350,4.447,0.914,5.338,1.421,-3.960,4.495,0.098,4.928,8.407,1.603,2.151,1.035,1.637,14.579,16.626,15.214,11.813,1.978,-1.643,1.711,5.827,5.499,3.434,4.517,8.504,25.286,26.385,26.759,22.787,187.896,207.975,180.854,174.802,0.640,0.885,0.435,0.600,35.501,38.828,35.769,31.959
English,S20,Repetition,American,American,P22,M,AM_02,High,FLEECE,1891.457,2065.933,1.669,4.182,4.380,-3.538,-6.902,-2.244,-6.886,-11.728,8.571,6.426,11.266,8.190,-1.202,1.069,-3.689,-1.124,14.079,13.872,14.450,14.005,8.446,7.525,13.138,4.952,11.758,11.087,15.798,8.369,20.235,21.957,20.734,18.004,169.717,185.112,156.792,166.897,0.627,0.621,0.571,0.722,49.549,62.491,44.074,41.689
English,S20,Repetition,American,American,P23,C,AM_02,High,GOOSE,1048.503,1206.248,6.493,6.017,8.666,4.811,-2.826,-3.302,-1.197,-3.956,9.318,9.320,9.863,8.767,-3.302,-2.920,-3.809,-3.192,10.517,12.179,10.216,9.129,16.179,16.012,17.881,14.649,12.374,11.734,13.288,12.119,23.220,22.965,22.940,23.797,197.926,226.254,188.730,178.755,0.611,0.679,0.494,0.657,42.620,47.913,36.944,42.896
English,S20,Repetition,American,American,P23,C,AM_03,High,GOOSE,916.329,1059.733,5.319,4.288,6.717,5.011,-3.687,-8.242,-2.710,-0.064,9.006,12.530,9.426,5.075,-0.366,-5.688,-1.393,5.969,12.765,12.801,9.975,15.431,20.155,19.805,21.523,19.184,17.758,18.210,18.266,16.826,21.859,21.148,22.320,22.129,164.283,178.793,165.858,148.317,0.402,0.365,0.373,0.462,39.139,41.569,39.994,36.175
English,S20,Repetition,American,American,P23,M,AM_02,High,GOOSE,963.007,1127.922,8.881,8.029,10.093,8.537,0.405,-0.921,1.560,0.592,8.476,8.950,8.534,7.945,-2.713,-3.539,-2.593,-2.024,9.721,11.897,9.059,8.171,16.286,16.348,15.112,17.385,14.993,15.106,15.843,14.037,23.716,22.887,23.382,24.874,200.726,234.366,196.029,171.673,0.636,0.902,0.475,0.546,52.119,71.294,37.742,48.365
English,S20,Repetition,American,American,P23,M,AM_03,High,GOOSE,870.226,1039.921,6.427,7.052,8.308,4.018,-3.298,-3.546,-1.424,-4.822,9.725,10.598,9.731,8.840,-3.974,-6.622,-4.522,-0.800,11.478,13.254,10.167,10.950,16.055,18.683,16.122,13.365,15.991,16.585,17.313,14.122,24.867,22.749,25.859,26.064,175.970,191.489,172.052,164.202,0.432,0.490,0.398,0.409,49.627,44.723,60.460,43.504
English,S20,Repetition,American,American,P24,C,AF_04,High,GOOSE,1096.948,1249.913,5.798,3.952,7.364,6.130,-4.248,-6.859,-2.196,-3.625,10.045,10.811,9.559,9.755,-1.833,-4.818,-0.654,-0.016,10.759,12.208,9.743,10.298,23.404,20.189,24.255,25.795,15.700,11.640,16.943,18.550,24.037,23.409,25.034,23.688,177.980,179.684,179.309,175.003,0.585,0.427,0.670,0.658,54.026,56.612,59.078,46.388
English,S20,Repetition,American,American,P24,C,AF_06,High,GOOSE,1108.057,1337.504,8.494,7.705,9.998,7.834,-0.088,-0.244,-0.370,0.351,8.582,7.949,10.369,7.484,-1.904,-4.563,-2.446,1.283,13.678,9.850,11.830,19.287,20.627,16.325,23.409,22.229,12.811,9.331,15.593,13.597,27.752,27.167,27.629,28.478,210.797,208.261,210.360,213.740,0.796,0.885,0.823,0.679,50.925,45.705,49.761,57.325
English,S20,Repetition,American,American,P24,C,AM_02,High,GOOSE,1342.649,1509.954,6.810,7.546,8.207,4.734,-4.199,-4.690,-3.551,-4.331,11.009,12.236,11.758,9.065,-3.342,-6.700,-3.931,0.534,11.870,13.770,12.360,9.512,19.609,17.183,20.571,21.077,12.289,10.801,13.561,12.472,22.362,20.424,24.480,22.232,174.681,190.510,176.541,157.343,0.440,0.429,0.445,0.447,46.937,44.748,48.675,47.395
English,S20,Repetition,American,American,P24,C,AM_03,High,GOOSE,1409.352,1617.288,6.481,6.475,8.212,4.798,-2.891,-4.186,-0.319,-4.091,9.372,10.660,8.531,8.889,-0.970,-4.990,0.545,1.622,10.025,11.600,8.603,9.813,17.219,15.757,17.981,17.933,13.398,9.627,15.520,15.142,24.326,24.521,25.448,23.029,169.253,180.349,167.702,159.506,0.477,0.423,0.484,0.525,44.341,45.053,48.032,40.011
English,S20,Repetition,American,American,P24,M,AF_04,High,GOOSE,2374.843,2537.368,6.854,6.326,7.682,6.583,-2.987,-4.254,-1.888,-2.778,9.841,10.580,9.569,9.361,-0.038,-2.133,0.664,1.375,10.362,10.935,10.167,9.970,24.969,22.670,26.572,25.681,15.577,14.786,15.720,16.236,23.868,22.016,24.811,24.850,173.220,178.427,172.687,168.539,0.611,0.560,0.680,0.594,53.384,50.371,58.620,51.217
English,S20,Repetition,American,American,P24,M,AF_06,High,GOOSE,1085.174,1312.231,5.743,7.706,6.083,3.414,-4.295,-3.186,-5.149,-4.570,10.038,10.892,11.232,7.984,-1.011,-3.487,-1.322,1.819,14.186,12.014,13.435,17.133,19.782,19.408,20.034,19.917,13.431,12.059,14.336,13.935,26.049,25.871,27.566,24.724,193.877,196.965,187.971,196.651,0.430,0.399,0.485,0.407,45.670,43.493,48.743,44.743
English,S20,Repetition,American,American,P24,M,AM_02,High,GOOSE,1076.888,1296.775,5.189,8.250,7.922,-0.469,-4.054,-2.023,0.279,-10.239,9.243,10.274,7.643,9.770,-2.334,-5.961,-1.183,0.125,10.049,11.181,7.787,11.114,18.131,16.431,17.961,19.919,12.033,11.147,11.922,13.023,24.062,25.371,25.941,20.956,172.677,181.010,168.990,167.976,0.572,0.455,0.591,0.694,52.442,56.134,56.922,42.269
English,S20,Repetition,American,American,P24,M,AM_03,High,GOOSE,1101.050,1285.086,6.223,7.524,7.593,3.560,-2.624,-1.905,-0.710,-5.247,8.847,9.429,8.303,8.806,0.470,-1.635,1.159,1.887,9.347,10.007,8.687,9.341,21.207,20.386,21.275,21.946,15.499,12.586,16.888,16.984,23.987,25.054,24.791,22.163,171.725,179.501,170.798,164.885,0.588,0.575,0.586,0.602,43.635,42.267,48.810,39.890
English,S20,Repetition,American,American,P25,C,AF_04,High,FLEECE,1110.672,1270.807,4.359,6.020,4.326,2.776,-5.004,-2.350,-4.308,-8.288,9.362,8.370,8.634,11.065,0.241,-0.003,0.709,0.024,13.638,14.603,14.031,12.327,9.786,9.814,7.259,12.174,17.184,16.096,18.043,17.455,22.619,23.031,23.229,21.645,178.542,192.906,174.010,168.815,0.439,0.376,0.436,0.507,36.046,39.124,38.987,29.968
English,S20,Repetition,American,American,P25,C,AF_06,High,FLEECE,1078.354,1276.730,4.474,4.477,2.642,6.320,0.559,1.854,1.320,-1.427,3.914,2.623,1.322,7.747,2.374,3.207,3.420,0.492,16.898,18.475,16.041,16.105,4.538,2.199,4.508,6.821,11.324,8.450,12.197,13.272,25.363,24.317,25.192,26.603,195.068,210.222,190.871,184.147,0.411,0.381,0.404,0.446,45.704,46.016,43.882,47.236
English,S20,Repetition,American,American,P25,C,AM_02,High,FLEECE,1329.333,1451.226,4.858,6.020,6.429,2.112,-4.080,-4.954,-2.275,-4.959,8.938,10.975,8.703,7.072,1.025,-2.584,1.848,3.910,14.826,12.671,14.207,17.647,8.684,9.182,4.825,12.013,15.363,14.846,14.168,17.107,20.044,19.003,24.398,16.771,173.886,174.884,175.565,171.093,0.665,0.584,0.692,0.715,54.230,51.032,58.290,52.930
English,S20,Repetition,American,American,P25,M,AF_04,High,FLEECE,1202.004,1381.259,3.823,3.122,5.559,2.835,-6.279,-4.930,-5.820,-8.072,10.102,8.051,11.379,10.907,0.256,-0.770,-0.268,1.837,13.782,13.588,14.190,13.581,12.730,9.447,14.835,13.939,19.600,16.147,23.277,19.450,21.887,20.841,24.072,20.808,187.512,201.216,185.393,175.691,0.504,0.445,0.491,0.568,30.072,32.294,33.232,24.948
English,S20,Repetition,American,American,P25,M,AF_06,High,FLEECE,1205.774,1408.930,6.274,3.977,7.384,7.462,-0.119,-2.035,1.137,0.535,6.392,6.012,6.247,6.927,1.220,0.556,1.834,1.260,16.187,13.856,17.930,16.761,9.324,8.682,9.527,9.705,15.543,11.949,15.568,19.076,25.914,22.128,28.456,27.165,199.734,199.338,197.724,202.115,0.400,0.389,0.408,0.400,38.998,36.258,41.785,38.500
English,S20,Repetition,American,American,P25,M,AM_02,High,FLEECE,1339.595,1545.142,4.970,4.735,6.599,3.595,-1.172,2.025,-0.346,-5.173,6.142,2.710,6.945,8.768,1.609,2.043,1.550,1.257,15.710,18.571,15.718,12.875,7.769,3.796,8.124,11.302,14.073,11.186,14.709,16.333,21.982,22.854,23.545,19.626,179.595,189.186,169.628,179.943,0.599,0.556,0.598,0.642,35.323,36.779,37.234,31.934
English,S20,Repetition,American,American,P26,C,AF_06,High,FLEECE,1914.447,2055.461,4.492,4.542,4.437,4.498,-3.325,-1.439,-4.967,-3.625,7.817,5.981,9.404,8.123,1.467,1.640,0.785,1.961,12.930,16.617,13.491,8.697,7.309,6.080,6.736,9.032,6.807,5.094,3.873,11.351,23.375,22.679,24.999,22.533,170.644,187.479,169.044,155.403,0.484,0.424,0.470,0.562,41.945,49.039,41.500,35.005
English,S20,Repetition,American,American,P26,C,AM_02,High,FLEECE,1335.767,1493.512,4.654,3.706,4.731,5.532,4.048,7.651,8.997,-4.350,0.606,-3.945,-4.266,9.882,3.458,4.226,5.582,0.617,9.336,7.182,7.887,12.921,6.285,2.401,3.672,12.707,10.455,8.295,7.530,15.467,22.292,21.040,24.783,21.115,188.017,204.859,190.733,168.860,0.648,0.825,0.499,0.622,42.356,43.865,41.342,41.852
English,S20,Repetition,American,American,P26,C,AM_03,High,FLEECE,1177.289,1318.303,1.821,1.496,4.456,-0.393,-3.921,-1.221,-1.910,-8.615,5.741,2.716,6.366,8.221,1.634,3.477,1.089,0.317,14.423,18.533,15.368,9.415,11.777,11.124,14.502,9.815,11.631,10.730,12.018,12.212,21.044,20.007,25.413,17.825,174.793,185.959,174.079,164.240,0.428,0.408,0.414,0.507,40.271,45.091,39.651,30.640
English,S20,Repetition,American,American,P26,M,AF_06,High,FLEECE,1183.957,1363.212,1.887,2.191,2.095,1.377,-5.901,-6.092,-4.838,-6.760,7.789,8.282,6.932,8.137,-0.006,-1.108,0.525,0.573,12.065,13.757,12.668,9.794,7.399,6.469,4.959,10.705,17.563,17.233,17.187,18.308,23.402,21.465,26.425,22.462,174.625,184.757,176.714,162.475,0.435,0.456,0.410,0.437,34.949,35.768,37.350,31.498
English,S20,Repetition,American,American,P26,M,AM_02,High,FLEECE,1305.945,1470.860,1.332,2.572,1.184,0.247,5.747,6.344,4.629,6.290,-4.415,-3.772,-3.446,-6.043,4.172,2.386,3.250,6.858,3.284,4.491,3.184,2.127,0.765,-4.821,-0.857,7.934,3.572,-0.160,1.469,9.287,20.546,23.780,21.244,16.698,151.030,213.318,156.824,82.827,0.616,0.614,0.499,0.773,38.868,40.425,34.225,43.122
English,S20,Repetition,American,American,P26,M,AM_03,High,FLEECE,1060.858,1185.142,4.821,7.100,6.051,1.330,-1.740,-2.228,-4.168,1.087,6.561,9.328,10.220,0.242,1.932,0.685,1.660,3.368,12.054,13.284,12.986,9.935,11.188,13.035,11.524,9.067,18.493,20.885,18.536,16.109,20.792,20.894,23.222,18.243,145.006,176.479,167.582,90.801,0.730,0.725,0.674,0.788,39.143,41.400,36.902,39.074
English,S20,Repetition,American,American,P27,C,AM_02,Low,LOT,980.258,1152.344,1.626,5.287,3.132,-3.605,-4.268,0.578,-1.231,-12.184,5.894,4.709,4.363,8.579,8.225,8.247,7.991,8.557,25.704,24.162,27.465,25.518,30.686,30.136,32.604,29.373,25.637,24.653,27.528,24.809,20.565,24.102,21.594,15.930,189.292,176.794,183.216,207.960,0.527,0.429,0.602,0.724,40.917,41.218,40.307,43.900
English,S20,Repetition,American,American,P27,C,AM_03,Low,LOT,1245.425,1465.312,6.356,7.827,6.972,4.266,3.153,4.527,5.591,-0.632,3.204,3.299,1.381,4.897,7.567,11.341,5.828,5.452,22.580,25.428,21.680,20.570,26.567,27.373,24.173,28.099,20.219,21.114,19.077,20.406,25.280,24.660,27.652,23.600,165.501,182.233,164.864,149.177,0.431,0.412,0.415,0.465,43.251,55.188,45.149,29.673
English,S20,Repetition,American,American,P27,M,AM_02,Low,LOT,1092.297,1293.063,6.977,9.639,6.473,4.793,2.738,6.469,3.437,-1.694,4.239,3.170,3.035,6.486,7.999,10.190,3.658,10.025,24.257,25.199,21.669,25.850,28.955,31.222,23.896,31.660,22.900,24.951,17.766,25.947,22.527,24.353,26.133,17.146,176.638,186.286,170.421,173.065,0.647,0.551,0.739,0.654,43.759,50.296,39.400,40.900
English,S20,Repetition,American,American,P27,M,AM_03,Low,LOT,1450.678,1699.246,7.313,7.624,7.597,6.726,3.237,4.079,4.861,0.818,4.076,3.545,2.736,5.908,8.751,10.305,6.394,9.477,27.277,25.845,27.974,28.025,33.411,31.792,33.816,34.632,27.569,23.669,29.327,29.743,22.491,22.446,23.437,21.609,167.463,181.170,165.085,156.055,0.418,0.421,0.406,0.425,52.981,67.896,53.598,37.808
English,S20,Repetition,American,American,P2,C,AF_01,High,KIT,725.677,914.493,8.983,7.777,10.608,8.604,2.441,-1.877,4.556,4.799,6.542,9.654,6.052,3.805,-2.300,-7.299,-3.173,3.766,14.429,12.965,16.086,14.257,8.315,8.232,10.070,6.673,10.329,3.615,12.607,14.874,24.930,27.050,24.751,22.978,211.306,245.595,207.171,180.533,0.698,0.882,0.756,0.408,47.296,48.844,47.700,44.960
English,S20,Repetition,American,American,P2,C,AF_04,High,KIT,704.357,845.371,6.368,7.620,9.216,2.372,3.172,3.845,7.493,-1.666,3.196,3.775,1.723,4.039,3.616,2.173,4.881,3.852,13.537,16.448,11.169,12.919,11.753,16.187,11.487,7.594,13.723,12.022,13.101,16.018,25.604,25.943,29.595,21.438,179.834,189.423,180.396,169.715,0.367,0.361,0.394,0.337,44.109,44.296,48.260,37.750
English,S20,Repetition,American,American,P2,C,AF_06,High,KIT,791.812,951.947,7.355,9.900,9.541,2.644,4.427,6.344,7.722,-0.740,2.928,3.557,1.819,3.384,1.739,1.807,2.631,0.803,12.641,13.977,10.665,13.284,12.449,16.323,12.543,8.427,16.167,17.904,16.693,13.898,22.954,23.683,24.883,20.318,169.220,191.344,172.077,144.174,0.562,0.730,0.412,0.533,39.789,48.672,40.811,25.739
English,S20,Repetition,American,American,P2,C,AM_01,High,KIT,881.119,1069.935,7.324,8.248,10.281,3.518,4.248,6.196,8.047,-1.397,3.076,2.052,2.234,4.915,2.643,2.316,1.972,3.634,11.524,12.996,10.367,11.155,7.996,10.132,6.476,7.329,12.484,10.372,11.341,15.695,25.407,26.381,26.489,23.413,173.515,190.185,168.288,161.936,0.468,0.493,0.435,0.479,44.333,53.831,45.795,31.196
English,S20,Repetition,American,American,P2,C,AM_03,High,KIT,687.858,836.042,7.292,6.685,9.545,5.677,4.764,4.288,7.131,2.912,2.529,2.397,2.414,2.765,2.341,3.480,1.803,1.764,13.251,13.234,12.637,13.845,12.195,14.036,13.178,9.359,14.002,13.507,13.808,14.690,24.505,23.864,26.337,23.357,165.986,183.596,168.745,145.664,0.471,0.451,0.465,0.494,49.801,50.585,55.829,43.158
English,S20,Repetition,American,American,P2,M,AF_01,High,KIT,738.808,949.135,7.646,8.097,8.020,6.837,-3.022,-2.265,-3.904,-2.894,10.668,10.362,11.924,9.730,-8.892,-7.619,-11.442,-7.673,12.823,11.441,13.140,13.892,7.157,11.020,7.051,3.415,9.944,8.903,9.934,10.955,24.266,25.497,24.525,22.827,245.722,279.445,258.109,199.758,0.707,0.797,0,0.636,44.474,44.189,0,44.697
English,S20,Repetition,American,American,P2,M,AF_04,High,KIT,798.086,943.881,9.676,10.993,10.048,8.015,4.845,5.541,6.702,2.409,4.832,5.452,3.346,5.607,4.255,2.130,5.031,5.675,15.623,16.107,12.747,17.859,17.262,21.769,14.721,15.311,18.486,18.679,15.051,21.659,24.911,23.891,25.728,25.141,176.240,184.816,174.909,168.925,0.546,0.766,0.431,0.444,45.830,48.606,44.316,44.598
English,S20,Repetition,American,American,P2,M,AF_06,High,KIT,741.022,897.771,7.892,7.248,9.012,7.433,-2.349,-3.325,0.196,-3.958,10.241,10.573,8.816,11.391,-8.074,-11.044,-6.603,-6.683,13.340,11.764,14.283,13.952,10.516,11.279,13.179,7.037,10.721,7.712,11.384,13.031,27.348,24.336,28.723,29.005,245.830,220.997,247.555,268.949,0.872,0.882,0.871,0.864,60.338,54.948,69.312,56.756
English,S20,Repetition,American,American,P2,M,AM_01,High,KIT,810.351,977.656,10.654,10.489,12.135,9.389,8.070,5.803,11.055,7.462,2.584,4.686,1.079,1.927,4.507,-0.548,5.807,8.329,13.274,15.199,10.842,13.726,11.429,12.280,9.567,12.399,16.250,10.668,14.861,23.156,26.156,27.100,27.423,24.005,176.230,193.099,177.940,157.678,0.518,0.688,0.404,0.479,60.175,59.200,64.905,56.400
English,S20,Repetition,American,American,P2,M,AM_03,High,KIT,748.923,911.448,9.322,8.755,10.731,8.525,6.494,3.885,9.035,6.653,2.828,4.870,1.696,1.872,4.480,1.062,4.837,7.577,12.937,15.433,9.897,13.404,13.679,15.813,13.096,12.123,16.356,13.963,15.977,19.118,26.980,24.477,28.283,28.232,174.986,186.549,174.192,164.182,0.404,0.449,0.388,0.375,62.578,62.889,66.591,58.248
